Source,Year,sex,length_cm,latitude,longitude,Month,Day,
M68/01,2001,U,NA,57.25318527,-5.90441227,05,23,
M77/01,2001,F,NA,55.96471024,-2.398839474,06,12,
M127/01,2001,M,112,56.33658981,-6.214914322,06,13,
M80/01,2001,F,79,56.33397675,-2.7779212,06,18,
M82/01,2001,F,78,57.15571594,-2.076010227,06,21,
M83/01,2001,F,110,56.20442581,-4.745419979,06,22,
M86/01,2001,U,NA,57.25724411,-2.034775972,06,29,
M91/01,2001,M,84,56.3741951,-2.811115026,07,07,
M90/01,2001,F,116,56.18504333,-4.768207073,07,09,
M93/01,2001,U,NA,57.27251053,-5.742132664,07,10,
M100/01,2001,F,164,57.71081543,-3.268776178,07,18,
M104/01,2001,U,140,57.69644547,-2.127456903,07,21,
M105/01,2001,M,157,57.24375534,-5.860288143,07,23,
M108/01,2001,U,NA,58.59625626,-3.379840374,07,24,
M111/01,2001,F,164,54.89587021,-4.392037868,07,29,
M113/01,2001,M,104,57.70433807,-2.864132643,08,03,
M118/01,2001,F,145,58.0954895,-7.10367918,08,05,
M117/01,2001,M,139,55.8416214,-4.887526512,08,07,
M120/01,2001,F,119,57.67747498,-2.975841999,08,17,
M121/01,2001,F,140,56.63637543,-2.502093792,08,19,
M123/01,2001,M,147,56.49882126,-2.706564903,08,22,
M135/01,2001,F,168,55.73838425,-5.596999168,09,14,
M136/01,2001,F,137,57.69672394,-3.489756584,09,15,
M164/01,2001,M,154,58.92474747,-3.128901005,10,25,
M147/01,2001,M,154,57.90540695,-3.994559288,11,01,
M154/01,2001,U,120,57.30116653,-7.400190353,11,04,
M161/01,2001,F,149,55.99739456,-4.717887402,11,22,
M174/01,2001,M,143,56.66333771,-2.499188662,12,09,
M4/02,2002,M,112,57.47961044,-7.373113155,01,05,
M2/02,2002,F,106,57.69952393,-2.909314871,01,06,
M3/02,2002,M,154,55.78461075,-6.311451912,01,07,
M13/02,2002,U,150,56.03459167,-3.484477758,01,28,
M15/02,2002,M,104,56.03802872,-4.868459225,01,29,
M18/02,2002,M,144,56.19853592,-2.87831974,02,06,
M29/02,2002,U,120,57.46209335,-7.403933525,02,10,
M38/02,2002,U,160,59.09871292,-3.345841169,02,17,
M42/02,2002,U,150,55.70699692,-6.293329716,02,24,
M32/02,2002,M,151,57.52637482,-7.395065784,03,01,
M27/02,2002,F,133,54.92659378,-4.993283272,03,01,
M36/02,2002,F,124,57.47954559,-7.374772072,03,07,
M35/02,2002,F,97,59.97555542,-1.260057569,03,09,
M44/02,2002,U,120,57.19614792,-2.067804575,03,15,
M37/02,2002,U,150,57.25724411,-2.036437035,03,16,
M45/02,2002,U,124,57.20153809,-2.064518452,03,17,
M46/02,2002,F,114,57.19614792,-2.067804575,03,20,
M49/02,2002,M,116,57.67742157,-3.980342627,04,02,
M50/02,2002,M,151,57.66869354,-3.062778711,04,16,
M55/02,2002,U,120,57.3111496,-1.994980335,04,23,
M61/02,2002,F,119,56.02869034,-3.373525858,05,09,
M62/02,2002,F,108,57.24556351,-2.039729834,05,11,
M64/02,2002,U,130,57.39281845,-1.860220909,05,12,
M66/02,2002,U,100,56.63010025,-2.498747587,05,12,
M71/02,2002,U,140,57.25318527,-5.90441227,05,23,
M70/02,2002,M,128,57.65964508,-1.906117797,05,25,
M72/02,2002,F,76,57.32371521,-1.970065832,05,27,
M73/02,2002,M,139,60.18654251,-1.437434912,05,29,
M90/02,2002,U,120,58.07448196,-3.737757206,05,30,
M74/02,2002,M,84,57.25185394,-2.036428213,05,30,
M76/02,2002,F,155,59.2859993,-3.205787659,06,01,
M687/02,2002,U,NA,58.96496582,-2.792865515,06,01,
M78/02,2002,U,130,57.57720184,-4.066881657,06,03,
M79/02,2002,M,143,57.58697891,-3.901808739,06,06,
M681/02,2002,U,75,58.4767189,-5.086954117,06,06,
M688/02,2002,U,86,59.26732635,-2.485867023,06,13,
M85/02,2002,M,147,60.1372757,-1.276245713,06,14,
M91/02,2002,U,100,57.92863846,-4.002600193,06,24,
M88/02,2002,F,164,55.47520447,-4.632753372,06,25,
M89/02,2002,M,147,55.46969223,-5.711770535,06,26,
M99/02,2002,U,NA,57.58636093,-7.506178856,07,14,
M101/02,2002,U,135,57.05815125,-6.491272926,07,15,
M108/02,2002,F,66,56.46536255,-2.88122344,07,27,
M130/02,2002,F,120,55.86190033,-5.088850498,08,15,
M155/02,2002,M,105,56.54423523,-2.614704609,08,20,
M161/02,2002,U,140,55.36694336,-4.772335052,08,23,
M203/02,2002,F,150,55.98613358,-4.896690845,09,06,
M205/02,2002,M,146,56.05608368,-4.903550148,09,08,
M243/02,2002,F,160,56.0594368,-2.711361408,09,23,
M257/02,2002,M,121,55.68172455,-6.26985693,09,27,
M299/02,2002,U,NA,55.98164749,-2.439079285,10,07,
M356/02,2002,M,115,57.69040298,-2.929218054,10,19,
M441/02,2002,F,170,54.85327911,-3.785043716,11,10,
M445/02,2002,M,99,56.20965195,-2.954351664,11,11,
M460/02,2002,U,150,56.39720154,-5.574656963,11,13,
M502/02,2002,F,166,56.01058197,-5.317341805,11,22,
M546/02,2002,F,149,60.26649857,-1.114335418,11,29,
M580/02,2002,F,135,57.56671524,-7.461335659,12,04,
M590/02,2002,M,152,56.33485794,-2.781172991,12,11,
M594/02,2002,F,109,56.21117783,-2.73029542,12,11,
M604/02,2002,M,104,57.25095367,-2.038078785,12,13,
M616/02,2002,F,146,56.73905182,-2.434791803,12,17,
M664/02,2002,U,85,56.96692657,-2.203899622,12,29,
M15/03,2003,U,110,56.77239609,-2.40246129,01,03,
M99/03,2003,F,154,57.15855026,-7.304798126,01,03,
M22/03,2003,U,100,56.19408035,-2.992647648,01,07,
M16/03,2003,F,138,57.14942932,-2.075985193,01,8,
M24/03,2003,M,145,57.15391922,-2.077645063,01,10,
M29/03,2003,U,NA,57.14494324,-2.072670221,01,10,
M23/03,2003,F,133,58.57657623,-4.767122746,01,10,
M45/03,2003,M,160,56.34113693,-2.782919645,01,18,
M63/03,2003,U,120,57.13327408,-2.059441566,01,25,
M85/03,2003,U,120,57.51821518,-7.375460148,02,1,
M82/03,2003,U,135,58.95025635,-2.973290205,02,12,
M86/03,2003,F,113,57.27431488,-2.018197536,02,17,
M89/03,2003,F,136,55.62681198,-6.219354153,02,19,
M191/03,2003,F,114,58.96279144,-2.978855371,02,20,
M104/03,2003,U,150,56.0095787,-3.546072006,02,22,
M96/03,2003,F,109,55.86278152,-4.980209827,02,23,
M112/03,2003,U,150,55.49225616,-5.094666004,02,27,
M105/03,2003,M,114,57.34706497,-1.93350482,03,1,
M106/03,2003,U,100,56.20385742,-2.888120651,03,2,
M108/03,2003,F,125,55.98523331,-4.896630287,03,3,
M113/03,2003,M,110,56.67240143,-2.479714155,03,5,
M115/03,2003,M,141,56.5496521,-2.608294725,03,7,
M116/03,2003,M,106,57.87903214,-4.015011787,03,7,
M120/03,2003,F,113,57.87810135,-4.016643047,03,9,
M118/03,2003,M,149,55.84980011,-5.140624046,03,10,
M122/03,2003,M,104,57.31953049,-6.107568741,03,10,
M123/03,2003,M,120,56.77420807,-2.397564173,03,13,
M192/03,2003,U,120,58.92391968,-3.120179415,03,16,
M130/03,2003,F,104,57.34796143,-1.930166125,03,17,
M140/03,2003,M,102,56.00963211,-3.390488386,03,30,
M141/03,2003,M,110,55.99320602,-3.412345409,03,31,
M143/03,2003,F,123,57.68082047,-2.576806068,04,3,
M148/03,2003,M,112,57.75209427,-3.915509701,04,9,
M149/03,2003,F,95,57.67473221,-3.091446877,04,10,
M150/03,2003,F,125,57.67991638,-2.326945782,04,11,
M153/03,2003,U,100,57.24197006,-2.043043613,04,14,
M154/03B,2003,F,106,55.99320602,-3.412345409,04,14,
M154/03A,2003,M,105,55.99320602,-3.412345409,04,14,
M152/03,2003,M,138,58.00918961,-3.84460187,04,14,
M156/03,2003,F,112,57.69204712,-4.02140379,04,19,
M157/03,2003,U,NA,57.66379547,-3.610777855,04,21,
M161/03,2003,F,149,56.20377731,-2.765612125,04,26,
M165/03,2003,M,103,56.32235718,-5.582206249,04,30,
M177/03,2003,F,165,57.60565948,-1.82257545,05,18,
M179/03,2003,U,140,56.03463745,-3.322368145,05,20,
M178/03,2003,M,102,57.66373444,-3.615799665,05,20,
M335/03,2003,U,NA,59.26822281,-2.485888958,05,31,
M195/03,2003,F,173,55.22737503,-4.860137939,06,13,
M197/03,2003,F,154,55.66245651,-5.154212952,06,14,
M205/03,2003,F,157,57.58232117,-7.433525562,06,18,
M210/03,2003,F,152,55.94776917,-4.922661781,06,26,
M217/03,2003,F,150,56.18095016,-2.823152304,07,02,
M218/03,2003,M,161,57.65515137,-1.899420857,07,4,
M230/03,2003,U,100,56.09469223,-3.158864737,07,16,
M229/03,2003,U,146,56.64085388,-2.507032633,07,16,
M234/03,2003,U,120,57.71854019,-3.388244867,07,17,
M237/03,2003,F,146,54.85116577,-4.238271236,07,19,
M236/03,2003,M,65,57.68026733,-4.027461052,07,19,
M244/03,2003,M,144,55.89624786,-4.896381855,08,8,
M256/03,2003,M,140,56.83473587,-2.272018433,08,18,
M264/03,2003,F,97.5,57.57403946,-4.095121861,09,9,
M266/03,2003,F,120,56.75436401,-2.421898365,09,12,
M268/03,2003,M,117,56.79145813,-2.335548401,09,15,
M284/03,2003,M,134,56.66064453,-2.500776529,10,5,
M287/03,2003,F,98,56.09825134,-3.162181139,10,18,
M290/03,2003,F,95,57.72034836,-3.30269146,10,26,
M291/03,2003,F,109,57.1503334,-2.077651739,10,27,
M294/03,2003,U,60,57.87905884,-4.013338566,10,29,
M303/03,2003,F,145,56.6489296,-2.508773327,11,9,
M307/03,2003,U,120,55.91765976,-2.140766144,11,11,
M311/03,2003,F,173,54.7902565,-4.368684292,11,22,
M325/03,2003,U,130,57.66670609,-2.516250849,12,18,
M327/03,2003,U,120,56.03820419,-3.325710297,12,21,
M330/03,2003,U,120,58.46306229,-5.05659008,12,26,
NMS,1992,Female,,,,9,6,
NMS,1992,Male,,,,7,19,
NMS,1992,Male,,,,12,5,
NMS,1992,Male,,,,11,20,
NMS,1992,Male,,,,11,16,
NMS,1992,Female,,,,8,12,
NMS,1992,Male,,,,7,24,
NMS,1992,Female,,,,7,9,
NMS,1992,Male,,,,7,6,
NMS,1991,Female,,,,9,12,
NMS,1991,Female,,,,11,30,
NMS,1991,Male,,,,9,30,
NMS,1991,Female,,,,11,13,
NMS,1991,Male,,,,10,22,
NMS,1991,Male,,,,7,12,
NMS,1991,Male,,,,6,16,
NMS,1990,Male,,,,9,24,
NMS,1991,Male,,,,6,25,
NMS,1991,Female,,,,9,9,
NMS,1991,Female,,,,3,19,
NMS,1991,Male,,,,10,9,
NMS,1991,Male,,,,6,10,
NMS,1991,Male,,,,2,22,
NMS,1992,Female,,,,4,1,
NMS,1992,,,,,6,24,
NMS,1991,Male,,,,3,17,
NMS,1991,Female,,,,4,13,
NMS,1991,Male,,,,7,14,
NMS,1992,Male,,,,7,24,
NMS,1992,Male,,,,1,30,
NMS,1992,Female,,,,1,15,
NMS,1992,Female,,,,9,29,
NMS,1992,Female,,,,7,5,
NMS,1992,Female,,,,5,25,
NMS,1992,Male,,,,6,22,
NMS,1992,Male,,,,10,7,
NMS,1992,Male,,,,11,13,
NMS,1992,Female,,,,9,22,
NMS,1992,Male,,,,11,3,
NMS,1992,Male,,,,8,11,
NMS,1992,Female,,,,6,4,
NMS,1992,Female,,,,6,9,
NMS,1992,Female,,,,6,8,
NMS,1990,Female,,,,12,12,
NMS,1990,Male,,,,11,29,
NMS,1990,Male,,,,NA,,
NMS,1991,Female,,,,2,5-7,
NMS,1991,Female,,,,2,5,
NMS,1991,Male,,,,1,19,
NMS,1991,Male,,,,2,14,
NMS,1991,Male,,,,2,16,
NMS,1991,Female,,,,1,,
NMS,1991,Male,,,,3,17,
NMS,1991,Male,,,,3,27,
NMS,1991,Female,,,,3,7,
NMS,1991,Female,,,,4,20,
NMS,1991,Female,,,,4,2,
NMS,1991,Male,,,,3,27,
NMS,1991,Male,,,,8,29,
NMS,1991,Female,,,,9,16,
NMS,1991,Female,,,,5,13,
NMS,1991,Male,,,,6,26,
NMS,1991,Male,,,,6,29,
NMS,1991,Female,,,,6,18,
NMS,1991,Male,,,,2,13,
NMS,1991,Male,,,,3,14,
NMS,1991,Male,,,,2,13,
NMS,1991,Female,,,,4,25,
NMS,1991,Male,,,,5,6,
NMS,1991,Female,,,,5,3,
NMS,1991,Male,,,,4,25,
NMS,1991,Male,,,,6,,
NMS,1991,Female,,,,6,18,
NMS,1991,Male,,,,6,17,
NMS,1991,Male,,,,6,6,
NMS,1991,Female,,,,5,25,
NMS,1994,,,,,4,18,
NMS,1994,Female,,,,10,26,
NMS,1875,,,,,NA,,
NMS,1989,Male,,,,12,6,
NMS,1990,Male,,,,NA,,
NMS,1989,Male,,,,12,6,
NMS,1989,Female,,,,12,2,
NMS,1989,Female,,,,10,2,
NMS,1989,Female,,,,8,30,
NMS,1989,Male,,,,10,13,
NMS,1989,Male,,,,8,24,
NMS,1989,Male,,,,8,24,
NMS,1989,Female,,,,10,20,
NMS,1989,Female,,,,7,27,
NMS,1989,Female,,,,8,24,
NMS,1989,Female,,,,8,23,
NMS,1989,Male,,,,7,28,
NMS,1989,Male,,,,11,1,
NMS,1989,Female,,,,10,14,
NMS,1989,Male,,,,7,10-11,
NMS,1989,Male,,,,8,5,
NMS,1988,Female,,,,6,1,
NMS,1989,Female,,,,3,2,
NMS,1990,Female,,,,NA,,
NMS,1990,Female,,,,NA,,
NMS,1989,Female,,,,2,16,
NMS,1990,Male,,,,NA,,
NMS,1990,Male,,,,NA,,
NMS,1989,Male,,,,2,16,
NMS,1990,Male,,,,6,7,
NMS,1990,Male,,,,NA,,
NMS,1990,Female,,,,5,13,
NMS,1990,Female,,,,8,14,
NMS,1990,Male,,,,8,,
NMS,1990,Male,,,,8,,
NMS,1932,,,,,NA,,
NMS,1981,Male,,,,10,13,
NMS,1984,Female,,,,6,8,
NMS,1875,,,,,NA,,
NMS,1968,,,,,1,19,
NMS,1929,,,,,9,4,
NMS,1929,,,,,NA,,
NMS,1908,,,,,NA,,
NMS,1995,Male,,,,12,18,
NMS,1997,Male,,,,7,17,
NMS,1997,Female,,,,7,30,
NMS,1995,Female,,,,12,6,
NMS,1995,Female,,,,12,22,
NMS,1995,Male,,,,9,4,
NMS,1995,Male,,,,12,21,
NMS,1995,Male,,,,8,24,
NMS,1996,Male,,,,1,28,
NMS,1995,Female,,,,7,13,
NMS,1996,Female,,,,2,12,
NMS,1995,Female,,,,8,15,
NMS,1995,Female,,,,7,3,
NMS,1995,Male,,,,4,25,
NMS,1995,Male,,,,5,3,
NMS,1995,Male,,,,4,23,
NMS,1995,Male,,,,5,11,
NMS,1994,Female,,,,12,1,
NMS,1995,Male,,,,4,20,
NMS,1995,Female,,,,7,7,
NMS,1995,Male,,,,5,14,
NMS,1995,Male,,,,7,2,
NMS,1995,Female,,,,7,9,
NMS,1995,Male,,,,6,11,
NMS,1995,Female,,,,4,3,
NMS,1995,Female,,,,7,5,
NMS,1995,Female,,,,8,11,
NMS,1995,Female,,,,6,9,
NMS,1995,Male,,,,6,25,
NMS,1994,Male,,,,1,23,
NMS,1994,Female,,,,4,14,
NMS,1993,Male,,,,NA,,
NMS,1993,Male,,,,6,6,
NMS,1993,Male,,,,NA,,
NMS,1993,,,,,NA,,
NMS,1996,Male,,,,2,15,
NMS,1996,Female,,,,2,29,
NMS,1995,Male,,,,9,8,
NMS,1996,Male,,,,3,25,
NMS,1995,Female,,,,10,6,
NMS,1997,Female,,,,6,24,
NMS,1996,Female,,,,1,28,
NMS,1996,Male,,,,10,31,
NMS,1996,Female,,,,6,24,
NMS,1996,Female,,,,10,23,
NMS,1996,Female,,,,9,29,
NMS,1996,Male,,,,7,31,
NMS,1997,Female,,,,7,17,
NMS,1997,Female,,,,7,13,
NMS,1997,Female,,,,6,19,
NMS,1996,Female,,,,5,26,
NMS,1994,Female,,,,11,3,
NMS,1994,Male,,,,12,9,
NMS,1994,Female,,,,12,30,
NMS,1994,Male,,,,11,14,
NMS,1994,Female,,,,12,13,
NMS,1994,Female,,,,11,5,
NMS,1994,Female,,,,8,11,
NMS,1994,Female,,,,10,28,
NMS,1994,Male,,,,10,23,
NMS,1994,Female,,,,9,17,
NMS,1994,Male,,,,9,29,
NMS,1994,Female,,,,9,16,
NMS,1994,Female,,,,12,5,
NMS,1995,Male,,,,1,24,
NMS,1994,Female,,,,10,23,
NMS,1994,Female,,,,9,21,
NMS,1994,Male,,,,10,14,
NMS,1994,Male,,,,10,28,
NMS,1995,Female,,,,3,9,
NMS,1995,Female,,,,3,13,
NMS,1995,Female,,,,3,21,
NMS,1994,,,,,10,30,
NMS,1993,Female,,,,11,29,
NMS,1994,Female,,,,12,3,
NMS,1995,Male,,,,3,6,
NMS,1995,Female,,,,2,24,
NMS,1995,Female,,,,2,24,
NMS,1995,Female,,,,1,23,
NMS,1995,Male,,,,2,3,
NMS,1994,Female,,,,12,28,
NMS,1995,Male,,,,4,20,
NMS,1995,Female,,,,4,14,
NMS,1995,Male,,,,4,11,
NMS,1995,Male,,,,2,16,
NMS,1995,Female,,,,2,22,
NMS,1995,Male,,,,2,5,
NMS,1994,Male,,,,5,11,
NMS,1992,,,,,11,,
NMS,1993,Female,,,,9,22,
NMS,1993,Male,,,,11,15,
NMS,1994,Female,,,,1,7,
NMS,1993,Female,,,,10,1,
NMS,1993,Female,,,,7,19,
NMS,1993,Male,,,,12,7,
NMS,1994,Male,,,,3,4,
NMS,1994,Female,,,,4,10,
NMS,1994,Male,,,,4,28,
NMS,1994,Male,,,,5,6,
NMS,1994,Male,,,,6,2,
NMS,1994,Male,,,,7,10,
NMS,1994,Male,,,,8,4,
NMS,1994,Female,,,,5,25,
NMS,1994,Female,,,,3,16,
NMS,1994,Male,,,,3,1,
NMS,1994,Female,,,,2,20,
NMS,1994,Female,,,,1,23,
NMS,1994,Male,,,,3,31,
NMS,1994,Male,,,,6,14,
NMS,1994,Male,,,,7,9,
NMS,1994,Female,,,,3,31,
NMS,1994,Male,,,,3,7,
NMS,1994,,,,,2,11,
NMS,1993,Female,,,,9,20,
NMS,1994,Male,,,,3,11,
NMS,1994,Male,,,,2,4,
NMS,1994,,,,,5,30,
NMS,1994,Male,,,,7,1,
NMS,1994,Male,,,,4,23,
NMS,1994,Female,,,,7,28,
NMS,1994,,,,,4,2,
NMS,1994,,,,,2,23,
NMS,1994,Female,,,,5,24,
NMS,1994,,,,,8,22,
NMS,1994,Male,,,,2,25,
NMS,1994,,,,,5,13,
NMS,1994,Female,,,,2,18,
NMS,1994,Female,,,,7,1,
NMS,1993,Male,,,,9,4,
NMS,1994,Male,,,,6,28,
NMS,1994,,,,,6,21,
NMS,1994,Female,,,,6,7,
NMS,1994,Male,,,,5,26,
NMS,1991,Male,,,,6,10,
NMS,1991,Male,,,,3,13,
NMS,1991,Male,,,,3,9,
NMS,1993,Female,,,,3,16,
NMS,1993,Male,,,,3,7,
NMS,1991,Male,,,,2,18,
NMI,1945,NA,,53.331333,-6.209139,,,
NMI,1988,F,176,52.06675,-10.187778,,,
NMI,1978,,,51.745444,-10.133972,,,
NMI,1985,,153,51.428389,-9.502389,,,
NMI,1983,M,,51.940513,-7.843401,,,
NMI,1983,M,,51.940513,-7.843401,,,
NMI,1983,M,,51.940513,-7.843401,,,
NMI,1983,M,,51.940513,-7.843401,,,
NMI,1983,M,,51.940513,-7.843401,,,
NMI,1983,M,,51.940513,-7.843401,,,
NMI,1983,M,,51.940513,-7.843401,,,
NMI,1983,M,,51.940513,-7.843401,,,
NMI,1983,M,,51.940513,-7.843401,,,
NMI,1983,M,,51.940513,-7.843401,,,
NMI,1983,F,,51.940513,-7.843401,,,
NMI,1983,,,51.940513,-7.843401,,,
NMI,1983,,,51.940513,-7.843401,,,
NMI,1983,,130,52.185921,-6.535908,,,
NMI,1983,,,52.33838,-9.834918,,,
NMI,1981,,,53.399664,-10.235287,,,
NMI,1988,,140,53.678691,-6.236961,,,
NMI,1987,,,51.438857,-9.498431,,,
NMI,1987,,,53.272061,-6.084397,,,
